API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Wed Mar 20 07:11:13 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Venus (299)                     {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2024-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2024-Aug-11 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : AU-D
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 1 (position only)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
2460325.500000000, A.D. 2024-Jan-16 00:00:00.0000, -6.231136272979386E-01, -3.640158564570545E-01,  3.095497432600298E-02,
2460326.500000000, A.D. 2024-Jan-17 00:00:00.0000, -6.128081809054798E-01, -3.814299045165020E-01,  3.012118656813070E-02,
2460327.500000000, A.D. 2024-Jan-18 00:00:00.0000, -6.020218486606546E-01, -3.985446383803591E-01,  2.926376189133053E-02,
2460328.500000000, A.D. 2024-Jan-19 00:00:00.0000, -5.907633588590994E-01, -4.153468024402432E-01,  2.838338596872455E-02,
2460329.500000000, A.D. 2024-Jan-20 00:00:00.0000, -5.790418013235815E-01, -4.318234017303320E-01,  2.748076175401883E-02,
2460330.500000000, A.D. 2024-Jan-21 00:00:00.0000, -5.668666194075153E-01, -4.479617116198952E-01,  2.655660888711803E-02,
2460331.500000000, A.D. 2024-Jan-22 00:00:00.0000, -5.542476017505819E-01, -4.637492872457903E-01,  2.561166308902091E-02,
2460332.500000000, A.D. 2024-Jan-23 00:00:00.0000, -5.411948737954838E-01, -4.791739726793313E-01,  2.464667554658387E-02,
2460333.500000000, A.D. 2024-Jan-24 00:00:00.0000, -5.277188890749491E-01, -4.942239098223004E-01,  2.366241228773971E-02,
2460334.500000000, A.D. 2024-Jan-25 00:00:00.0000, -5.138304202781798E-01, -5.088875470272182E-01,  2.265965354775975E-02,
2460335.500000000, A.D. 2024-Jan-26 00:00:00.0000, -4.995405501060032E-01, -5.231536474373446E-01,  2.163919312714664E-02,
2460336.500000000, A.D. 2024-Jan-27 00:00:00.0000, -4.848606619240401E-01, -5.370112970422239E-01,  2.060183774174831E-02,
2460337.500000000, A.D. 2024-Jan-28 00:00:00.0000, -4.698024302232208E-01, -5.504499124448786E-01,  1.954840636568684E-02,
2460338.500000000, A.D. 2024-Jan-29 00:00:00.0000, -4.543778108969742E-01, -5.634592483370298E-01,  1.847972956769539E-02,
2460339.500000000, A.D. 2024-Jan-30 00:00:00.0000, -4.385990313444622E-01, -5.760294046792286E-01,  1.739664884144098E-02,
2460340.500000000, A.D. 2024-Jan-31 00:00:00.0000, -4.224785804091628E-01, -5.881508335828342E-01,  1.630001593042690E-02,
2460341.500000000, A.D. 2024-Feb-01 00:00:00.0000, -4.060291981620970E-01, -5.998143458912492E-01,  1.519069214804725E-02,
2460342.500000000, A.D. 2024-Feb-02 00:00:00.0000, -3.892638655389460E-01, -6.110111174580647E-01,  1.406954769336555E-02,
2460343.500000000, A.D. 2024-Feb-03 00:00:00.0000, -3.721957938402541E-01, -6.217326951200614E-01,  1.293746096318123E-02,
2460344.500000000, A.D. 2024-Feb-04 00:00:00.0000, -3.548384141038572E-01, -6.319710023633003E-01,  1.179531786093638E-02,
2460345.500000000, A.D. 2024-Feb-05 00:00:00.0000, -3.372053663586038E-01, -6.417183446808207E-01,  1.064401110301202E-02,
2460346.500000000, A.D. 2024-Feb-06 00:00:00.0000, -3.193104887683615E-01, -6.509674146207327E-01,  9.484439522948309E-03,
2460347.500000000, A.D. 2024-Feb-07 00:00:00.0000, -3.011678066752216E-01, -6.597112965237516E-01,  8.317507374118039E-03,
2460348.500000000, A.D. 2024-Feb-08 00:00:00.0000, -2.827915215507243E-01, -6.679434709494838E-01,  7.144123631372759E-03,
2460349.500000000, A.D. 2024-Feb-09 00:00:00.0000, -2.641959998638375E-01, -6.756578187910115E-01,  5.965201292170658E-03,
2460350.500000000, A.D. 2024-Feb-10 00:00:00.0000, -2.453957618743171E-01, -6.828486250775684E-01,  4.781656677687668E-03,
2460351.500000000, A.D. 2024-Feb-11 00:00:00.0000, -2.264054703599757E-01, -6.895105824653233E-01,  3.594408734402301E-03,
2460352.500000000, A.D. 2024-Feb-12 00:00:00.0000, -2.072399192862682E-01, -6.956387944165141E-01,  2.404378336635829E-03,
2460353.500000000, A.D. 2024-Feb-13 00:00:00.0000, -1.879140224264999E-01, -7.012287780673730E-01,  1.212487590521683E-03,
2460354.500000000, A.D. 2024-Feb-14 00:00:00.0000, -1.684428019408505E-01, -7.062764667854980E-01,  1.965913986517326E-05,
2460355.500000000, A.D. 2024-Feb-15 00:00:00.0000, -1.488413769222437E-01, -7.107782124175097E-01, -1.173184525653163E-03,
2460356.500000000, A.D. 2024-Feb-16 00:00:00.0000, -1.291249519170306E-01, -7.147307872280273E-01, -2.365121759486932E-03,
2460357.500000000, A.D. 2024-Feb-17 00:00:00.0000, -1.093088054282817E-01, -7.181313855311611E-01, -3.555232444011880E-03,
2460358.500000000, A.D. 2024-Feb-18 00:00:00.0000, -8.940827840936567E-02, -7.209776250158895E-01, -4.742598672669619E-03,
2460359.500000000, A.D. 2024-Feb-19 00:00:00.0000, -6.943876275536845E-02, -7.232675477668521E-01, -5.926305428052033E-03,
2460360.500000000, A.D. 2024-Feb-20 00:00:00.0000, -4.941568979977102E-02, -7.249996209822359E-01, -7.105441255521787E-03,
2460361.500000000, A.D. 2024-Feb-21 00:00:00.0000, -2.935451882367180E-02, -7.261727373905734E-01, -8.279098931974314E-03,
2460362.500000000, A.D. 2024-Feb-22 00:00:00.0000, -9.270725584706801E-03, -7.267862153684123E-01, -9.446376129355068E-03,
2460363.500000000, A.D. 2024-Feb-23 00:00:00.0000,  1.082020912731058E-02, -7.268397987609327E-01, -1.060637607255606E-02,
2460364.500000000, A.D. 2024-Feb-24 00:00:00.0000,  3.090281090113957E-02, -7.263336564077189E-01, -1.175820819132494E-02,
2460365.500000000, A.D. 2024-Feb-25 00:00:00.0000,  5.096162307449118E-02, -7.252683813759955E-01, -1.290098876582739E-02,
2460366.500000000, A.D. 2024-Feb-26 00:00:00.0000,  7.098121805740568E-02, -7.236449899037533E-01, -1.403384156551545E-02,
2460367.500000000, A.D. 2024-Feb-27 00:00:00.0000,  9.094620860212570E-02, -7.214649200552764E-01, -1.515589848095987E-02,
2460368.500000000, A.D. 2024-Feb-28 00:00:00.0000,  1.108412590130915E-01, -7.187300300916876E-01, -1.626630014831539E-02,
2460369.500000000, A.D. 2024-Feb-29 00:00:00.0000,  1.306510962908022E-01, -7.154425965591986E-01, -1.736419656609487E-02,
2460370.500000000, A.D. 2024-Mar-01 00:00:00.0000,  1.503605212033999E-01, -7.116053120978678E-01, -1.844874770393647E-02,
2460371.500000000, A.D. 2024-Mar-02 00:00:00.0000,  1.699544192799876E-01, -7.072212829736746E-01, -1.951912410305560E-02,
2460372.500000000, A.D. 2024-Mar-03 00:00:00.0000,  1.894177717197524E-01, -7.022940263368711E-01, -2.057450746808225E-02,
2460373.500000000, A.D. 2024-Mar-04 00:00:00.0000,  2.087356662111228E-01, -6.968274672095780E-01, -2.161409124998697E-02,
2460374.500000000, A.D. 2024-Mar-05 00:00:00.0000,  2.278933076552703E-01, -6.908259352056629E-01, -2.263708121981182E-02,
2460375.500000000, A.D. 2024-Mar-06 00:00:00.0000,  2.468760287883734E-01, -6.842941609860093E-01, -2.364269603292275E-02,
2460376.500000000, A.D. 2024-Mar-07 00:00:00.0000,  2.656693006971567E-01, -6.772372724523241E-01, -2.463016778350915E-02,
2460377.500000000, A.D. 2024-Mar-08 00:00:00.0000,  2.842587432223110E-01, -6.696607906826832E-01, -2.559874254906053E-02,
2460378.500000000, A.D. 2024-Mar-09 00:00:00.0000,  3.026301352444822E-01, -6.615706256120646E-01, -2.654768092455589E-02,
2460379.500000000, A.D. 2024-Mar-10 00:00:00.0000,  3.207694248475929E-01, -6.529730714611673E-01, -2.747625854610584E-02,
2460380.500000000, A.D. 2024-Mar-11 00:00:00.0000,  3.386627393543365E-01, -6.438748019168717E-01, -2.838376660379320E-02,
2460381.500000000, A.D. 2024-Mar-12 00:00:00.0000,  3.562963952287553E-01, -6.342828650677488E-01, -2.926951234346150E-02,
2460382.500000000, A.D. 2024-Mar-13 00:00:00.0000,  3.736569078408815E-01, -6.242046780980883E-01, -3.013281955720985E-02,
2460383.500000000, A.D. 2024-Mar-14 00:00:00.0000,  3.907310010884991E-01, -6.136480217439785E-01, -3.097302906235604E-02,
2460384.500000000, A.D. 2024-Mar-15 00:00:00.0000,  4.075056168711547E-01, -6.026210345150399E-01, -3.178949916863855E-02,
2460385.500000000, A.D. 2024-Mar-16 00:00:00.0000,  4.239679244116351E-01, -5.911322066854805E-01, -3.258160613343786E-02,
2460386.500000000, A.D. 2024-Mar-17 00:00:00.0000,  4.401053294202426E-01, -5.791903740582085E-01, -3.334874460480340E-02,
2460387.500000000, A.D. 2024-Mar-18 00:00:00.0000,  4.559054830972403E-01, -5.668047115057345E-01, -3.409032805208030E-02,
2460388.500000000, A.D. 2024-Mar-19 00:00:00.0000,  4.713562909690229E-01, -5.539847262917165E-01, -3.480578918394098E-02,
2460389.500000000, A.D. 2024-Mar-20 00:00:00.0000,  4.864459215535769E-01, -5.407402511769216E-01, -3.549458035362593E-02,
2460390.500000000, A.D. 2024-Mar-21 00:00:00.0000,  5.011628148509037E-01, -5.270814373134427E-01, -3.615617395120187E-02,
2460391.500000000, A.D. 2024-Mar-22 00:00:00.0000,  5.154956906541317E-01, -5.130187469309928E-01, -3.679006278264877E-02,
2460392.500000000, A.D. 2024-Mar-23 00:00:00.0000,  5.294335566770735E-01, -4.985629458191037E-01, -3.739576043558233E-02,
2460393.500000000, A.D. 2024-Mar-24 00:00:00.0000,  5.429657164939916E-01, -4.837250956090748E-01, -3.797280163141806E-02,
2460394.500000000, A.D. 2024-Mar-25 00:00:00.0000,  5.560817772873499E-01, -4.685165458595488E-01, -3.852074256378108E-02,
2460395.500000000, A.D. 2024-Mar-26 00:00:00.0000,  5.687716573993319E-01, -4.529489259496511E-01, -3.903916122296618E-02,
2460396.500000000, A.D. 2024-Mar-27 00:00:00.0000,  5.810255936829163E-01, -4.370341367836903E-01, -3.952765770625389E-02,
2460397.500000000, A.D. 2024-Mar-28 00:00:00.0000,  5.928341486483087E-01, -4.207843423114975E-01, -3.998585451388911E-02,
2460398.500000000, A.D. 2024-Mar-29 00:00:00.0000,  6.041882174005530E-01, -4.042119608685610E-01, -4.041339683053401E-02,
2460399.500000000, A.D. 2024-Mar-30 00:00:00.0000,  6.150790343641700E-01, -3.873296563402058E-01, -4.080995279200943E-02,
2460400.500000000, A.D. 2024-Mar-31 00:00:00.0000,  6.254981797907206E-01, -3.701503291541517E-01, -4.117521373714624E-02,
2460401.500000000, A.D. 2024-Apr-01 00:00:00.0000,  6.354375860452303E-01, -3.526871071058744E-01, -4.150889444457152E-02,
2460402.500000000, A.D. 2024-Apr-02 00:00:00.0000,  6.448895436674306E-01, -3.349533360212624E-01, -4.181073335425659E-02,
2460403.500000000, A.D. 2024-Apr-03 00:00:00.0000,  6.538467072038405E-01, -3.169625702611719E-01, -4.208049277366274E-02,
2460404.500000000, A.D. 2024-Apr-04 00:00:00.0000,  6.623021008067493E-01, -2.987285630725444E-01, -4.231795906832150E-02,
2460405.500000000, A.D. 2024-Apr-05 00:00:00.0000,  6.702491235961967E-01, -2.802652567908483E-01, -4.252294283669015E-02,
2460406.500000000, A.D. 2024-Apr-06 00:00:00.0000,  6.776815547810846E-01, -2.615867728986981E-01, -4.269527906912837E-02,
2460407.500000000, A.D. 2024-Apr-07 00:00:00.0000,  6.845935585356083E-01, -2.427074019455881E-01, -4.283482729084404E-02,
2460408.500000000, A.D. 2024-Apr-08 00:00:00.0000,  6.909796886272295E-01, -2.236415933337829E-01, -4.294147168866060E-02,
2460409.500000000, A.D. 2024-Apr-09 00:00:00.0000,  6.968348927924579E-01, -2.044039449755009E-01, -4.301512122146267E-02,
2460410.500000000, A.D. 2024-Apr-10 00:00:00.0000,  7.021545168567540E-01, -1.850091928266357E-01, -4.305570971417887E-02,
2460411.500000000, A.D. 2024-Apr-11 00:00:00.0000,  7.069343085949112E-01, -1.654722003023678E-01, -4.306319593516678E-02,
2460412.500000000, A.D. 2024-Apr-12 00:00:00.0000,  7.111704213283333E-01, -1.458079475801329E-01, -4.303756365686798E-02,
2460413.500000000, A.D. 2024-Apr-13 00:00:00.0000,  7.148594172556678E-01, -1.260315207955287E-01, -4.297882169960693E-02,
2460414.500000000, A.D. 2024-Apr-14 00:00:00.0000,  7.179982705133265E-01, -1.061581011368661E-01, -4.288700395841107E-02,
2460415.500000000, A.D. 2024-Apr-15 00:00:00.0000,  7.205843699624752E-01, -8.620295384419173E-02, -4.276216941273634E-02,
2460416.500000000, A.D. 2024-Apr-16 00:00:00.0000,  7.226155216991490E-01, -6.618141711874234E-02, -4.260440211898611E-02,
2460417.500000000, A.D. 2024-Apr-17 00:00:00.0000,  7.240899512842234E-01, -4.610889094892091E-02, -4.241381118571960E-02,
2460418.500000000, A.D. 2024-Apr-18 00:00:00.0000,  7.250063056900585E-01, -2.600082585900663E-02, -4.219053073145081E-02,
2460419.500000000, A.D. 2024-Apr-19 00:00:00.0000,  7.253636549606878E-01, -5.872711586986045E-03, -4.193471982494558E-02,
2460420.500000000, A.D. 2024-Apr-20 00:00:00.0000,  7.251614935825567E-01,  1.425993430202085E-02, -4.164656240793279E-02,
2460421.500000000, A.D. 2024-Apr-21 00:00:00.0000,  7.243997415628850E-01,  3.438157786008366E-02, -4.132626720015244E-02,
2460422.500000000, A.D. 2024-Apr-22 00:00:00.0000,  7.230787452128402E-01,  5.447668025174394E-02, -4.097406758667137E-02,
2460423.500000000, A.D. 2024-Apr-23 00:00:00.0000,  7.211992776328210E-01,  7.452970929332796E-02, -4.059022148740601E-02,
2460424.500000000, A.D. 2024-Apr-24 00:00:00.0000,  7.187625388972736E-01,  9.452515102921119E-02, -4.017501120880081E-02,
2460425.500000000, A.D. 2024-Apr-25 00:00:00.0000,  7.157701559365853E-01,  1.144475213378075E-01, -3.972874327761951E-02,
2460426.500000000, A.D. 2024-Apr-26 00:00:00.0000,  7.122241821137382E-01,  1.342813775599081E-01, -3.925174825681740E-02,
2460427.500000000, A.D. 2024-Apr-27 00:00:00.0000,  7.081270964935497E-01,  1.540113301418475E-01, -3.874438054347178E-02,
2460428.500000000, A.D. 2024-Apr-28 00:00:00.0000,  7.034818028024780E-01,  1.736220542858287E-01, -3.820701814876003E-02,
2460429.500000000, A.D. 2024-Apr-29 00:00:00.0000,  6.982916280771343E-01,  1.930983015995925E-01, -3.764006245998445E-02,
2460430.500000000, A.D. 2024-Apr-30 00:00:00.0000,  6.925603209998116E-01,  2.124249117374725E-01, -3.704393798465665E-02,
2460431.500000000, A.D. 2024-May-01 00:00:00.0000,  6.862920499195161E-01,  2.315868240247302E-01, -3.641909207666454E-02,
2460432.500000000, A.D. 2024-May-02 00:00:00.0000,  6.794914005571826E-01,  2.505690890569265E-01, -3.576599464455969E-02,
2460433.500000000, A.D. 2024-May-03 00:00:00.0000,  6.721633733939455E-01,  2.693568802659471E-01, -3.508513784201468E-02,
2460434.500000000, A.D. 2024-May-04 00:00:00.0000,  6.643133807415477E-01,  2.879355054441882E-01, -3.437703574051425E-02,
2460435.500000000, A.D. 2024-May-05 00:00:00.0000,  6.559472434941898E-01,  3.062904182182116E-01, -3.364222398435943E-02,
2460436.500000000, A.D. 2024-May-06 00:00:00.0000,  6.470711875613325E-01,  3.244072294631460E-01, -3.288125942807637E-02,
2460437.500000000, A.D. 2024-May-07 00:00:00.0000,  6.376918399812177E-01,  3.422717186489218E-01, -3.209471975633824E-02,
2460438.500000000, A.D. 2024-May-08 00:00:00.0000,  6.278162247151096E-01,  3.598698451093332E-01, -3.128320308652503E-02,
2460439.500000000, A.D. 2024-May-09 00:00:00.0000,  6.174517581225100E-01,  3.771877592248165E-01, -3.044732755405991E-02,
2460440.500000000, A.D. 2024-May-10 00:00:00.0000,  6.066062441178671E-01,  3.942118135097329E-01, -2.958773088067934E-02,
2460441.500000000, A.D. 2024-May-11 00:00:00.0000,  5.952878690095644E-01,  4.109285735948439E-01, -2.870506992581016E-02,
2460442.500000000, A.D. 2024-May-12 00:00:00.0000,  5.835051960222641E-01,  4.273248290955841E-01, -2.780002022124433E-02,
2460443.500000000, A.D. 2024-May-13 00:00:00.0000,  5.712671595039605E-01,  4.433876043566590E-01, -2.687327548932036E-02,
2460444.500000000, A.D. 2024-May-14 00:00:00.0000,  5.585830588194027E-01,  4.591041690634279E-01, -2.592554714483749E-02,
2460445.500000000, A.D. 2024-May-15 00:00:00.0000,  5.454625519318457E-01,  4.744620487104742E-01, -2.495756378094797E-02,
2460446.500000000, A.D. 2024-May-16 00:00:00.0000,  5.319156486754032E-01,  4.894490349177203E-01, -2.397007063929108E-02,
2460447.500000000, A.D. 2024-May-17 00:00:00.0000,  5.179527037206013E-01,  5.040531955844008E-01, -2.296382906465199E-02,
2460448.500000000, A.D. 2024-May-18 00:00:00.0000,  5.035844092360521E-01,  5.182628848711844E-01, -2.193961594444702E-02,
2460449.500000000, A.D. 2024-May-19 00:00:00.0000,  4.888217872495099E-01,  5.320667530007267E-01, -2.089822313335753E-02,
2460450.500000000, A.D. 2024-May-20 00:00:00.0000,  4.736761817118796E-01,  5.454537558669501E-01, -1.984045686345175E-02,
2460451.500000000, A.D. 2024-May-21 00:00:00.0000,  4.581592502681728E-01,  5.584131644433068E-01, -1.876713714015866E-02,
2460452.500000000, A.D. 2024-May-22 00:00:00.0000,  4.422829557396463E-01,  5.709345739803787E-01, -1.767909712447107E-02,
2460453.500000000, A.D. 2024-May-23 00:00:00.0000,  4.260595573217972E-01,  5.830079129831615E-01, -1.657718250178083E-02,
2460454.500000000, A.D. 2024-May-24 00:00:00.0000,  4.095016015032230E-01,  5.946234519584457E-01, -1.546225083776557E-02,
2460455.500000000, A.D. 2024-May-25 00:00:00.0000,  3.926219127107076E-01,  6.057718119227906E-01, -1.433517092176856E-02,
2460456.500000000, A.D. 2024-May-26 00:00:00.0000,  3.754335836862646E-01,  6.164439726616577E-01, -1.319682209813030E-02,
2460457.500000000, A.D. 2024-May-27 00:00:00.0000,  3.579499656022338E-01,  6.266312807303863E-01, -1.204809358595300E-02,
2460458.500000000, A.D. 2024-May-28 00:00:00.0000,  3.401846579208995E-01,  6.363254571878031E-01, -1.088988378779594E-02,
2460459.500000000, A.D. 2024-May-29 00:00:00.0000,  3.221514980054591E-01,  6.455186050533984E-01, -9.723099587821100E-03,
2460460.500000000, A.D. 2024-May-30 00:00:00.0000,  3.038645504895379E-01,  6.542032164791558E-01, -8.548655639924806E-03,
2460461.500000000, A.D. 2024-May-31 00:00:00.0000,  2.853380964128073E-01,  6.623721796272881E-01, -7.367473646412049E-03,
2460462.500000000, A.D. 2024-Jun-01 00:00:00.0000,  2.665866221306205E-01,  6.700187852453259E-01, -6.180481627784570E-03,
2460463.500000000, A.D. 2024-Jun-02 00:00:00.0000,  2.476248080059397E-01,  6.771367329302068E-01, -4.988613184234191E-03,
2460464.500000000, A.D. 2024-Jun-03 00:00:00.0000,  2.284675168921813E-01,  6.837201370732318E-01, -3.792806749448190E-03,
2460465.500000000, A.D. 2024-Jun-04 00:00:00.0000,  2.091297824159542E-01,  6.897635324779698E-01, -2.594004837347514E-03,
2460466.500000000, A.D. 2024-Jun-05 00:00:00.0000,  1.896267970688373E-01,  6.952618796436837E-01, -1.393153282402672E-03,
2460467.500000000, A.D. 2024-Jun-06 00:00:00.0000,  1.699739001181583E-01,  7.002105697064122E-01, -1.912004741654719E-04,
2460468.500000000, A.D. 2024-Jun-07 00:00:00.0000,  1.501865653463043E-01,  7.046054290311906E-01,  1.010903413302302E-03,
2460469.500000000, A.D. 2024-Jun-08 00:00:00.0000,  1.302803886289960E-01,  7.084427234483909E-01,  2.212207196418337E-03,
2460470.500000000, A.D. 2024-Jun-09 00:00:00.0000,  1.102710753631078E-01,  7.117191621276076E-01,  3.411759460797277E-03,
2460471.500000000, A.D. 2024-Jun-10 00:00:00.0000,  9.017442775481871E-02,  7.144319010830182E-01,  4.608609342980839E-03,
2460472.500000000, A.D. 2024-Jun-11 00:00:00.0000,  7.000633197923931E-02,  7.165785463044245E-01,  5.801807314443347E-03,
2460473.500000000, A.D. 2024-Jun-12 00:00:00.0000,  4.978274522300689E-02,  7.181571565084766E-01,  6.990405967121506E-03,
2460474.500000000, A.D. 2024-Jun-13 00:00:00.0000,  2.951968262166543E-02,  7.191662455049208E-01,  8.173460799701101E-03,
2460475.500000000, A.D. 2024-Jun-14 00:00:00.0000,  9.233204103944124E-03,  7.196047841730553E-01,  9.350031003887560E-03,
2460476.500000000, A.D. 2024-Jun-15 00:00:00.0000, -1.106059884468611E-02,  7.194722020439662E-01,  1.051918024987950E-02,
2460477.500000000, A.D. 2024-Jun-16 00:00:00.0000, -3.134561648657096E-02,  7.187683884845166E-01,  1.167997747026485E-02,
2460478.500000000, A.D. 2024-Jun-17 00:00:00.0000, -5.160573419175397E-02,  7.174936934794944E-01,  1.283149764156608E-02,
2460479.500000000, A.D. 2024-Jun-18 00:00:00.0000, -7.182484584025260E-02,  7.156489280087752E-01,  1.397282256266733E-02,
2460480.500000000, A.D. 2024-Jun-19 00:00:00.0000, -9.198686725371792E-02,  7.132353640168380E-01,  1.510304162937759E-02,
2460481.500000000, A.D. 2024-Jun-20 00:00:00.0000, -1.120757496434716E-01,  7.102547339728090E-01,  1.622125260435593E-02,
2460482.500000000, A.D. 2024-Jun-21 00:00:00.0000, -1.320754930616936E-01,  7.067092300199634E-01,  1.732656238156577E-02,
2460483.500000000, A.D. 2024-Jun-22 00:00:00.0000, -1.519701598422011E-01,  7.026015027133400E-01,  1.841808774453003E-02,
2460484.500000000, A.D. 2024-Jun-23 00:00:00.0000, -1.717438880174928E-01,  6.979346593455185E-01,  1.949495611754128E-02,
2460485.500000000, A.D. 2024-Jun-24 00:00:00.0000, -1.913809046983628E-01,  6.927122618604955E-01,  2.055630630904729E-02,
2460486.500000000, A.D. 2024-Jun-25 00:00:00.0000, -2.108655394024297E-01,  6.869383243562183E-01,  2.160128924642118E-02,
2460487.500000000, A.D. 2024-Jun-26 00:00:00.0000, -2.301822373179131E-01,  6.806173101766797E-01,  2.262906870134372E-02,
2460488.500000000, A.D. 2024-Jun-27 00:00:00.0000, -2.493155724889990E-01,  6.737541285949905E-01,  2.363882200503232E-02,
2460489.500000000, A.D. 2024-Jun-28 00:00:00.0000, -2.682502609091535E-01,  6.663541310893294E-01,  2.462974075256287E-02,
2460490.500000000, A.D. 2024-Jun-29 00:00:00.0000, -2.869711735087859E-01,  6.584231072141931E-01,  2.560103149553306E-02,
2460491.500000000, A.D. 2024-Jun-30 00:00:00.0000, -3.054633490237226E-01,  6.499672800698776E-01,  2.655191642233238E-02,
2460492.500000000, A.D. 2024-Jul-01 00:00:00.0000, -3.237120067310298E-01,  6.409933013736316E-01,  2.748163402529000E-02,
2460493.500000000, A.D. 2024-Jul-02 00:00:00.0000, -3.417025590388204E-01,  6.315082461364512E-01,  2.838943975398646E-02,
2460494.500000000, A.D. 2024-Jul-03 00:00:00.0000, -3.594206239168040E-01,  6.215196069499930E-01,  2.927460665402644E-02,
2460495.500000000, A.D. 2024-Jul-04 00:00:00.0000, -3.768520371544741E-01,  6.110352878886144E-01,  3.013642599058515E-02,
2460496.500000000, A.D. 2024-Jul-05 00:00:00.0000, -3.939828644339934E-01,  6.000635980320644E-01,  3.097420785605366E-02,
2460497.500000000, A.D. 2024-Jul-06 00:00:00.0000, -4.107994132050412E-01,  5.886132446148011E-01,  3.178728176113384E-02,
2460498.500000000, A.D. 2024-Jul-07 00:00:00.0000, -4.272882443490894E-01,  5.766933258083473E-01,  3.257499720875164E-02,
2460499.500000000, A.D. 2024-Jul-08 00:00:00.0000, -4.434361836208114E-01,  5.643133231438300E-01,  3.333672425016348E-02,
2460500.500000000, A.D. 2024-Jul-09 00:00:00.0000, -4.592303328545670E-01,  5.514830935819706E-01,  3.407185402267173E-02,
