API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Sun Mar 17 19:04:30 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Mars (499)                      {source: mar097}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2024-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2025-Nov-16 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : AU-D
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 1 (position only)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2460676.500000000, A.D. 2025-Jan-01 00:00:00.0000, -5.216858665681380E-01,  1.525234576802456E+00,  4.475559803760917E-02,
2460677.500000000, A.D. 2025-Jan-02 00:00:00.0000, -5.343791539467060E-01,  1.521841997667059E+00,  4.499579567247048E-02,
2460678.500000000, A.D. 2025-Jan-03 00:00:00.0000, -5.470347946845668E-01,  1.518342227108975E+00,  4.523282342886351E-02,
2460679.500000000, A.D. 2025-Jan-04 00:00:00.0000, -5.596519653086863E-01,  1.514735700259590E+00,  4.546667023296288E-02,
2460680.500000000, A.D. 2025-Jan-05 00:00:00.0000, -5.722298474948030E-01,  1.511022856987115E+00,  4.569732523611274E-02,
2460681.500000000, A.D. 2025-Jan-06 00:00:00.0000, -5.847676280636570E-01,  1.507204141840334E+00,  4.592477781351250E-02,
2460682.500000000, A.D. 2025-Jan-07 00:00:00.0000, -5.972644989779082E-01,  1.503280003993406E+00,  4.614901756343604E-02,
2460683.500000000, A.D. 2025-Jan-08 00:00:00.0000, -6.097196573384506E-01,  1.499250897192267E+00,  4.637003430643125E-02,
2460684.500000000, A.D. 2025-Jan-09 00:00:00.0000, -6.221323053792063E-01,  1.495117279701577E+00,  4.658781808400637E-02,
2460685.500000000, A.D. 2025-Jan-10 00:00:00.0000, -6.345016504609777E-01,  1.490879614251219E+00,  4.680235915696818E-02,
2460686.500000000, A.D. 2025-Jan-11 00:00:00.0000, -6.468269050655376E-01,  1.486538367983144E+00,  4.701364800397722E-02,
2460687.500000000, A.D. 2025-Jan-12 00:00:00.0000, -6.591072867901857E-01,  1.482094012400120E+00,  4.722167532054002E-02,
2460688.500000000, A.D. 2025-Jan-13 00:00:00.0000, -6.713420183418071E-01,  1.477547023316356E+00,  4.742643201802611E-02,
2460689.500000000, A.D. 2025-Jan-14 00:00:00.0000, -6.835303275298638E-01,  1.472897880808472E+00,  4.762790922234100E-02,
2460690.500000000, A.D. 2025-Jan-15 00:00:00.0000, -6.956714472591334E-01,  1.468147069165804E+00,  4.782609827254086E-02,
2460691.500000000, A.D. 2025-Jan-16 00:00:00.0000, -7.077646155231091E-01,  1.463295076840803E+00,  4.802099071983174E-02,
2460692.500000000, A.D. 2025-Jan-17 00:00:00.0000, -7.198090753974689E-01,  1.458342396400875E+00,  4.821257832677439E-02,
2460693.500000000, A.D. 2025-Jan-18 00:00:00.0000, -7.318040750322590E-01,  1.453289524481894E+00,  4.840085306608701E-02,
2460694.500000000, A.D. 2025-Jan-19 00:00:00.0000, -7.437488676428116E-01,  1.448136961742314E+00,  4.858580711897430E-02,
2460695.500000000, A.D. 2025-Jan-20 00:00:00.0000, -7.556427115008986E-01,  1.442885212817156E+00,  4.876743287361655E-02,
2460696.500000000, A.D. 2025-Jan-21 00:00:00.0000, -7.674848699270177E-01,  1.437534786272511E+00,  4.894572292427021E-02,
2460697.500000000, A.D. 2025-Jan-22 00:00:00.0000, -7.792746112829420E-01,  1.432086194561553E+00,  4.912067007065835E-02,
2460698.500000000, A.D. 2025-Jan-23 00:00:00.0000, -7.910112089632109E-01,  1.426539953981633E+00,  4.929226731702017E-02,
2460699.500000000, A.D. 2025-Jan-24 00:00:00.0000, -8.026939413855190E-01,  1.420896584631093E+00,  4.946050787068802E-02,
2460700.500000000, A.D. 2025-Jan-25 00:00:00.0000, -8.143220919810802E-01,  1.415156610365680E+00,  4.962538514064181E-02,
2460701.500000000, A.D. 2025-Jan-26 00:00:00.0000, -8.258949491856272E-01,  1.409320558756137E+00,  4.978689273643949E-02,
2460702.500000000, A.D. 2025-Jan-27 00:00:00.0000, -8.374118064304777E-01,  1.403388961047950E+00,  4.994502446735112E-02,
2460703.500000000, A.D. 2025-Jan-28 00:00:00.0000, -8.488719621328239E-01,  1.397362352122220E+00,  5.009977434126379E-02,
2460704.500000000, A.D. 2025-Jan-29 00:00:00.0000, -8.602747196855293E-01,  1.391241270456066E+00,  5.025113656337019E-02,
2460705.500000000, A.D. 2025-Jan-30 00:00:00.0000, -8.716193874475248E-01,  1.385026258082522E+00,  5.039910553510585E-02,
2460706.500000000, A.D. 2025-Jan-31 00:00:00.0000, -8.829052787349572E-01,  1.378717860551291E+00,  5.054367585349627E-02,
2460707.500000000, A.D. 2025-Feb-01 00:00:00.0000, -8.941317118118054E-01,  1.372316626891118E+00,  5.068484231037462E-02,
2460708.500000000, A.D. 2025-Feb-02 00:00:00.0000, -9.052980098790796E-01,  1.365823109573100E+00,  5.082259989101783E-02,
2460709.500000000, A.D. 2025-Feb-03 00:00:00.0000, -9.164035010635772E-01,  1.359237864473994E+00,  5.095694377256552E-02,
2460710.500000000, A.D. 2025-Feb-04 00:00:00.0000, -9.274475184077238E-01,  1.352561450839662E+00,  5.108786932293689E-02,
2460711.500000000, A.D. 2025-Feb-05 00:00:00.0000, -9.384293998604450E-01,  1.345794431249668E+00,  5.121537210029749E-02,
2460712.500000000, A.D. 2025-Feb-06 00:00:00.0000, -9.493484882676554E-01,  1.338937371583282E+00,  5.133944785245921E-02,
2460713.500000000, A.D. 2025-Feb-07 00:00:00.0000, -9.602041313616456E-01,  1.331990840985660E+00,  5.146009251579292E-02,
2460714.500000000, A.D. 2025-Feb-08 00:00:00.0000, -9.709956817501288E-01,  1.324955411833329E+00,  5.157730221391446E-02,
2460715.500000000, A.D. 2025-Feb-09 00:00:00.0000, -9.817224969059040E-01,  1.317831659699834E+00,  5.169107325662363E-02,
2460716.500000000, A.D. 2025-Feb-10 00:00:00.0000, -9.923839391569577E-01,  1.310620163323241E+00,  5.180140213912231E-02,
2460717.500000000, A.D. 2025-Feb-11 00:00:00.0000, -1.002979375676111E+00,  1.303321504575442E+00,  5.190828554114409E-02,
2460718.500000000, A.D. 2025-Feb-12 00:00:00.0000, -1.013508178470033E+00,  1.295936268431575E+00,  5.201172032580287E-02,
2460719.500000000, A.D. 2025-Feb-13 00:00:00.0000, -1.023969724368546E+00,  1.288465042938633E+00,  5.211170353850623E-02,
2460720.500000000, A.D. 2025-Feb-14 00:00:00.0000, -1.034363395014943E+00,  1.280908419184200E+00,  5.220823240631034E-02,
2460721.500000000, A.D. 2025-Feb-15 00:00:00.0000, -1.044688576856558E+00,  1.273266991266544E+00,  5.230130433745607E-02,
2460722.500000000, A.D. 2025-Feb-16 00:00:00.0000, -1.054944661134197E+00,  1.265541356265901E+00,  5.239091692045021E-02,
2460723.500000000, A.D. 2025-Feb-17 00:00:00.0000, -1.065131043870488E+00,  1.257732114215917E+00,  5.247706792262120E-02,
2460724.500000000, A.D. 2025-Feb-18 00:00:00.0000, -1.075247125858677E+00,  1.249839868074985E+00,  5.255975528883632E-02,
2460725.500000000, A.D. 2025-Feb-19 00:00:00.0000, -1.085292312652777E+00,  1.241865223698366E+00,  5.263897714086752E-02,
2460726.500000000, A.D. 2025-Feb-20 00:00:00.0000, -1.095266014558086E+00,  1.233808789811794E+00,  5.271473177702294E-02,
2460727.500000000, A.D. 2025-Feb-21 00:00:00.0000, -1.105167646620800E+00,  1.225671177985876E+00,  5.278701767141555E-02,
2460728.500000000, A.D. 2025-Feb-22 00:00:00.0000, -1.114996628616908E+00,  1.217453002610000E+00,  5.285583347284485E-02,
2460729.500000000, A.D. 2025-Feb-23 00:00:00.0000, -1.124752385041490E+00,  1.209154880865793E+00,  5.292117800378132E-02,
2460730.500000000, A.D. 2025-Feb-24 00:00:00.0000, -1.134434345098744E+00,  1.200777432701745E+00,  5.298305025968120E-02,
2460731.500000000, A.D. 2025-Feb-25 00:00:00.0000, -1.144041942691923E+00,  1.192321280810037E+00,  5.304144940834098E-02,
2460732.500000000, A.D. 2025-Feb-26 00:00:00.0000, -1.153574616412679E+00,  1.183787050604529E+00,  5.309637478899813E-02,
2460733.500000000, A.D. 2025-Feb-27 00:00:00.0000, -1.163031809530533E+00,  1.175175370198295E+00,  5.314782591136074E-02,
2460734.500000000, A.D. 2025-Feb-28 00:00:00.0000, -1.172412969983543E+00,  1.166486870380812E+00,  5.319580245503376E-02,
2460735.500000000, A.D. 2025-Mar-01 00:00:00.0000, -1.181717550370159E+00,  1.157722184596155E+00,  5.324030426938114E-02,
2460736.500000000, A.D. 2025-Mar-02 00:00:00.0000, -1.190945007940980E+00,  1.148881948922613E+00,  5.328133137325804E-02,
2460737.500000000, A.D. 2025-Mar-03 00:00:00.0000, -1.200094804589672E+00,  1.139966802052697E+00,  5.331888395417185E-02,
2460738.500000000, A.D. 2025-Mar-04 00:00:00.0000, -1.209166406844001E+00,  1.130977385272715E+00,  5.335296236723515E-02,
2460739.500000000, A.D. 2025-Mar-05 00:00:00.0000, -1.218159285858464E+00,  1.121914342442437E+00,  5.338356713462313E-02,
2460740.500000000, A.D. 2025-Mar-06 00:00:00.0000, -1.227072917408350E+00,  1.112778319975748E+00,  5.341069894557691E-02,
2460741.500000000, A.D. 2025-Mar-07 00:00:00.0000, -1.235906781883731E+00,  1.103569966822060E+00,  5.343435865629721E-02,
2460742.500000000, A.D. 2025-Mar-08 00:00:00.0000, -1.244660364282696E+00,  1.094289934447128E+00,  5.345454728935287E-02,
2460743.500000000, A.D. 2025-Mar-09 00:00:00.0000, -1.253333154204630E+00,  1.084938876812558E+00,  5.347126603294570E-02,
2460744.500000000, A.D. 2025-Mar-10 00:00:00.0000, -1.261924645844248E+00,  1.075517450355041E+00,  5.348451624043862E-02,
2460745.500000000, A.D. 2025-Mar-11 00:00:00.0000, -1.270434337985722E+00,  1.066026313966966E+00,  5.349429942999761E-02,
2460746.500000000, A.D. 2025-Mar-12 00:00:00.0000, -1.278861733995945E+00,  1.056466128978460E+00,  5.350061728394057E-02,
2460747.500000000, A.D. 2025-Mar-13 00:00:00.0000, -1.287206341817130E+00,  1.046837559139353E+00,  5.350347164781062E-02,
2460748.500000000, A.D. 2025-Mar-14 00:00:00.0000, -1.295467673959926E+00,  1.037141270600282E+00,  5.350286452963913E-02,
2460749.500000000, A.D. 2025-Mar-15 00:00:00.0000, -1.303645247497579E+00,  1.027377931894036E+00,  5.349879809968605E-02,
2460750.500000000, A.D. 2025-Mar-16 00:00:00.0000, -1.311738584060241E+00,  1.017548213918278E+00,  5.349127469031124E-02,
2460751.500000000, A.D. 2025-Mar-17 00:00:00.0000, -1.319747209828227E+00,  1.007652789919192E+00,  5.348029679537643E-02,
2460752.500000000, A.D. 2025-Mar-18 00:00:00.0000, -1.327670655524402E+00,  9.976923354749272E-01,  5.346586706914858E-02,
2460753.500000000, A.D. 2025-Mar-19 00:00:00.0000, -1.335508456407183E+00,  9.876675284789628E-01,  5.344798832535758E-02,
2460754.500000000, A.D. 2025-Mar-20 00:00:00.0000, -1.343260152265016E+00,  9.775790491246097E-01,  5.342666353687528E-02,
2460755.500000000, A.D. 2025-Mar-21 00:00:00.0000, -1.350925287411380E+00,  9.674275798910084E-01,  5.340189583565219E-02,
2460756.500000000, A.D. 2025-Mar-22 00:00:00.0000, -1.358503410679199E+00,  9.572138055295872E-01,  5.337368851230667E-02,
2460757.500000000, A.D. 2025-Mar-23 00:00:00.0000, -1.365994075415025E+00,  9.469384130496912E-01,  5.334204501542102E-02,
2460758.500000000, A.D. 2025-Mar-24 00:00:00.0000, -1.373396839474108E+00,  9.366020917036096E-01,  5.330696895104768E-02,
2460759.500000000, A.D. 2025-Mar-25 00:00:00.0000, -1.380711265216381E+00,  9.262055329725063E-01,  5.326846408252824E-02,
2460760.500000000, A.D. 2025-Mar-26 00:00:00.0000, -1.387936919502217E+00,  9.157494305540744E-01,  5.322653433017279E-02,
2460761.500000000, A.D. 2025-Mar-27 00:00:00.0000, -1.395073373687580E+00,  9.052344803509217E-01,  5.318118377057170E-02,
2460762.500000000, A.D. 2025-Mar-28 00:00:00.0000, -1.402120203619575E+00,  8.946613804582600E-01,  5.313241663591983E-02,
2460763.500000000, A.D. 2025-Mar-29 00:00:00.0000, -1.409076989633443E+00,  8.840308311510758E-01,  5.308023731382244E-02,
2460764.500000000, A.D. 2025-Mar-30 00:00:00.0000, -1.415943316550585E+00,  8.733435348720996E-01,  5.302465034748848E-02,
2460765.500000000, A.D. 2025-Mar-31 00:00:00.0000, -1.422718773676253E+00,  8.626001962208352E-01,  5.296566043570498E-02,
2460766.500000000, A.D. 2025-Apr-01 00:00:00.0000, -1.429402954796297E+00,  8.518015219424847E-01,  5.290327243223738E-02,
2460767.500000000, A.D. 2025-Apr-02 00:00:00.0000, -1.435995458173936E+00,  8.409482209161743E-01,  5.283749134502777E-02,
2460768.500000000, A.D. 2025-Apr-03 00:00:00.0000, -1.442495886547809E+00,  8.300410041435162E-01,  5.276832233582714E-02,
2460769.500000000, A.D. 2025-Apr-04 00:00:00.0000, -1.448903847131129E+00,  8.190805847386246E-01,  5.269577072030421E-02,
2460770.500000000, A.D. 2025-Apr-05 00:00:00.0000, -1.455218951610736E+00,  8.080676779190435E-01,  5.261984196805307E-02,
2460771.500000000, A.D. 2025-Apr-06 00:00:00.0000, -1.461440816145627E+00,  7.970030009960906E-01,  5.254054170220361E-02,
2460772.500000000, A.D. 2025-Apr-07 00:00:00.0000, -1.467569061365975E+00,  7.858872733640904E-01,  5.245787569902968E-02,
2460773.500000000, A.D. 2025-Apr-08 00:00:00.0000, -1.473603312373298E+00,  7.747212164896357E-01,  5.237184988792190E-02,
2460774.500000000, A.D. 2025-Apr-09 00:00:00.0000, -1.479543198740939E+00,  7.635055539021963E-01,  5.228247035143282E-02,
2460775.500000000, A.D. 2025-Apr-10 00:00:00.0000, -1.485388354513800E+00,  7.522410111858953E-01,  5.218974332490984E-02,
2460776.500000000, A.D. 2025-Apr-11 00:00:00.0000, -1.491138418207847E+00,  7.409283159710882E-01,  5.209367519587285E-02,
2460777.500000000, A.D. 2025-Apr-12 00:00:00.0000, -1.496793032810772E+00,  7.295681979251188E-01,  5.199427250373207E-02,
2460778.500000000, A.D. 2025-Apr-13 00:00:00.0000, -1.502351845784174E+00,  7.181613887432240E-01,  5.189154194005730E-02,
2460779.500000000, A.D. 2025-Apr-14 00:00:00.0000, -1.507814509066041E+00,  7.067086221404879E-01,  5.178549034892357E-02,
2460780.500000000, A.D. 2025-Apr-15 00:00:00.0000, -1.513180679072417E+00,  6.952106338441597E-01,  5.167612472676587E-02,
2460781.500000000, A.D. 2025-Apr-16 00:00:00.0000, -1.518450016698600E+00,  6.836681615851555E-01,  5.156345222180297E-02,
2460782.500000000, A.D. 2025-Apr-17 00:00:00.0000, -1.523622187321118E+00,  6.720819450891242E-01,  5.144748013360657E-02,
2460783.500000000, A.D. 2025-Apr-18 00:00:00.0000, -1.528696860801018E+00,  6.604527260685801E-01,  5.132821591317190E-02,
2460784.500000000, A.D. 2025-Apr-19 00:00:00.0000, -1.533673711487607E+00,  6.487812482164499E-01,  5.120566716316127E-02,
2460785.500000000, A.D. 2025-Apr-20 00:00:00.0000, -1.538552418221763E+00,  6.370682571996344E-01,  5.107984163783109E-02,
2460786.500000000, A.D. 2025-Apr-21 00:00:00.0000, -1.543332664339303E+00,  6.253145006513545E-01,  5.095074724275429E-02,
2460787.500000000, A.D. 2025-Apr-22 00:00:00.0000, -1.548014137675445E+00,  6.135207281627804E-01,  5.081839203482438E-02,
2460788.500000000, A.D. 2025-Apr-23 00:00:00.0000, -1.552596530570173E+00,  6.016876912754173E-01,  5.068278422255102E-02,
2460789.500000000, A.D. 2025-Apr-24 00:00:00.0000, -1.557079539873206E+00,  5.898161434747663E-01,  5.054393216609131E-02,
2460790.500000000, A.D. 2025-Apr-25 00:00:00.0000, -1.561462866948226E+00,  5.779068401842898E-01,  5.040184437680315E-02,
2460791.500000000, A.D. 2025-Apr-26 00:00:00.0000, -1.565746217677653E+00,  5.659605387586577E-01,  5.025652951684843E-02,
2460792.500000000, A.D. 2025-Apr-27 00:00:00.0000, -1.569929302469107E+00,  5.539779984765901E-01,  5.010799639938563E-02,
2460793.500000000, A.D. 2025-Apr-28 00:00:00.0000, -1.574011836262917E+00,  5.419599805344193E-01,  4.995625398913795E-02,
2460794.500000000, A.D. 2025-Apr-29 00:00:00.0000, -1.577993538539235E+00,  5.299072480403703E-01,  4.980131140267990E-02,
2460795.500000000, A.D. 2025-Apr-30 00:00:00.0000, -1.581874133324403E+00,  5.178205660083133E-01,  4.964317790818926E-02,
2460796.500000000, A.D. 2025-May-01 00:00:00.0000, -1.585653349197607E+00,  5.057007013504979E-01,  4.948186292507489E-02,
2460797.500000000, A.D. 2025-May-02 00:00:00.0000, -1.589330919298739E+00,  4.935484228705335E-01,  4.931737602397996E-02,
2460798.500000000, A.D. 2025-May-03 00:00:00.0000, -1.592906581337119E+00,  4.813645012578709E-01,  4.914972692711399E-02,
2460799.500000000, A.D. 2025-May-04 00:00:00.0000, -1.596380077600111E+00,  4.691497090830571E-01,  4.897892550845411E-02,
2460800.500000000, A.D. 2025-May-05 00:00:00.0000, -1.599751154961509E+00,  4.569048207920568E-01,  4.880498179364998E-02,
2460801.500000000, A.D. 2025-May-06 00:00:00.0000, -1.603019564890726E+00,  4.446306126992915E-01,  4.862790596002696E-02,
2460802.500000000, A.D. 2025-May-07 00:00:00.0000, -1.606185063463212E+00,  4.323278629806800E-01,  4.844770833698049E-02,
2460803.500000000, A.D. 2025-May-08 00:00:00.0000, -1.609247411371118E+00,  4.199973516677711E-01,  4.826439940637587E-02,
2460804.500000000, A.D. 2025-May-09 00:00:00.0000, -1.612206373933106E+00,  4.076398606425156E-01,  4.807798980243371E-02,
2460805.500000000, A.D. 2025-May-10 00:00:00.0000, -1.615061721103912E+00,  3.952561736315487E-01,  4.788849031130719E-02,
2460806.500000000, A.D. 2025-May-11 00:00:00.0000, -1.617813227485262E+00,  3.828470761997836E-01,  4.769591187106700E-02,
2460807.500000000, A.D. 2025-May-12 00:00:00.0000, -1.620460672338400E+00,  3.704133557442325E-01,  4.750026557229300E-02,
2460808.500000000, A.D. 2025-May-13 00:00:00.0000, -1.623003839596865E+00,  3.579558014886310E-01,  4.730156265869091E-02,
2460809.500000000, A.D. 2025-May-14 00:00:00.0000, -1.625442517878484E+00,  3.454752044779896E-01,  4.709981452719869E-02,
2460810.500000000, A.D. 2025-May-15 00:00:00.0000, -1.627776500497119E+00,  3.329723575719793E-01,  4.689503272774295E-02,
2460811.500000000, A.D. 2025-May-16 00:00:00.0000, -1.630005585475323E+00,  3.204480554376903E-01,  4.668722896318438E-02,
2460812.500000000, A.D. 2025-May-17 00:00:00.0000, -1.632129575558020E+00,  3.079030945433986E-01,  4.647641508962900E-02,
2460813.500000000, A.D. 2025-May-18 00:00:00.0000, -1.634148278226338E+00,  2.953382731537232E-01,  4.626260311676989E-02,
2460814.500000000, A.D. 2025-May-19 00:00:00.0000, -1.636061505711100E+00,  2.827543913246121E-01,  4.604580520795636E-02,
2460815.500000000, A.D. 2025-May-20 00:00:00.0000, -1.637869075006661E+00,  2.701522508969290E-01,  4.582603368019144E-02,
2460816.500000000, A.D. 2025-May-21 00:00:00.0000, -1.639570807885964E+00,  2.575326554893487E-01,  4.560330100448127E-02,
2460817.500000000, A.D. 2025-May-22 00:00:00.0000, -1.641166530916403E+00,  2.448964104920457E-01,  4.537761980644425E-02,
2460818.500000000, A.D. 2025-May-23 00:00:00.0000, -1.642656075475193E+00,  2.322443230614013E-01,  4.514900286659836E-02,
2460819.500000000, A.D. 2025-May-24 00:00:00.0000, -1.644039277763977E+00,  2.195772021146596E-01,  4.491746312011730E-02,
2460820.500000000, A.D. 2025-May-25 00:00:00.0000, -1.645315978824101E+00,  2.068958583239986E-01,  4.468301365665464E-02,
2460821.500000000, A.D. 2025-May-26 00:00:00.0000, -1.646486024553802E+00,  1.942011041106093E-01,  4.444566772083593E-02,
2460822.500000000, A.D. 2025-May-27 00:00:00.0000, -1.647549265726657E+00,  1.814937536396292E-01,  4.420543871316486E-02,
2460823.500000000, A.D. 2025-May-28 00:00:00.0000, -1.648505558009879E+00,  1.687746228155509E-01,  4.396234019064602E-02,
2460824.500000000, A.D. 2025-May-29 00:00:00.0000, -1.649354761982348E+00,  1.560445292767759E-01,  4.371638586694754E-02,
2460825.500000000, A.D. 2025-May-30 00:00:00.0000, -1.650096743153558E+00,  1.433042923889096E-01,  4.346758961257250E-02,
2460826.500000000, A.D. 2025-May-31 00:00:00.0000, -1.650731371984123E+00,  1.305547332380406E-01,  4.321596545540197E-02,
2460827.500000000, A.D. 2025-Jun-01 00:00:00.0000, -1.651258523907133E+00,  1.177966746251616E-01,  4.296152758140312E-02,
2460828.500000000, A.D. 2025-Jun-02 00:00:00.0000, -1.651678079349552E+00,  1.050309410608862E-01,  4.270429033512288E-02,
2460829.500000000, A.D. 2025-Jun-03 00:00:00.0000, -1.651989923753851E+00,  9.225835875863611E-02,  4.244426821998510E-02,
2460830.500000000, A.D. 2025-Jun-04 00:00:00.0000, -1.652193947600793E+00,  7.947975562597759E-02,  4.218147589878690E-02,
2460831.500000000, A.D. 2025-Jun-05 00:00:00.0000, -1.652290046433410E+00,  6.669596125550104E-02,  4.191592819454740E-02,
2460832.500000000, A.D. 2025-Jun-06 00:00:00.0000, -1.652278120880928E+00,  5.390780691621072E-02,  4.164764009125201E-02,
2460833.500000000, A.D. 2025-Jun-07 00:00:00.0000, -1.652158076681590E+00,  4.111612554477453E-02,  4.137662673399510E-02,
2460834.500000000, A.D. 2025-Jun-08 00:00:00.0000, -1.651929824704990E+00,  2.832175173570387E-02,  4.110290342874909E-02,
2460835.500000000, A.D. 2025-Jun-09 00:00:00.0000, -1.651593280975470E+00,  1.552552173088764E-02,  4.082648564250851E-02,
2460836.500000000, A.D. 2025-Jun-10 00:00:00.0000, -1.651148366696896E+00,  2.728273409544541E-03,  4.054738900403303E-02,
2460837.500000000, A.D. 2025-Jun-11 00:00:00.0000, -1.650595008277468E+00, -1.006915372118077E-02,  4.026562930459153E-02,
2460838.500000000, A.D. 2025-Jun-12 00:00:00.0000, -1.649933137353664E+00, -2.286591853605134E-02,  3.998122249819395E-02,
2460839.500000000, A.D. 2025-Jun-13 00:00:00.0000, -1.649162690814105E+00, -3.566117830290155E-02,  3.969418470156326E-02,
2460840.500000000, A.D. 2025-Jun-14 00:00:00.0000, -1.648283610824461E+00, -4.845408869443917E-02,  3.940453219436860E-02,
2460841.500000000, A.D. 2025-Jun-15 00:00:00.0000, -1.647295844853215E+00, -6.124380379910683E-02,  3.911228141973379E-02,
2460842.500000000, A.D. 2025-Jun-16 00:00:00.0000, -1.646199345697322E+00, -7.402947613071888E-02,  3.881744898461441E-02,
2460843.500000000, A.D. 2025-Jun-17 00:00:00.0000, -1.644994071507665E+00, -8.681025663840451E-02,  3.852005165991676E-02,
2460844.500000000, A.D. 2025-Jun-18 00:00:00.0000, -1.643679985815335E+00, -9.958529471810011E-02,  3.822010638071786E-02,
2460845.500000000, A.D. 2025-Jun-19 00:00:00.0000, -1.642257057559409E+00, -1.123537382248716E-01,  3.791763024691942E-02,
2460846.500000000, A.D. 2025-Jun-20 00:00:00.0000, -1.640725261115538E+00, -1.251147334846940E-01,  3.761264052411097E-02,
2460847.500000000, A.D. 2025-Jun-21 00:00:00.0000, -1.639084576324037E+00, -1.378674253057863E-01,  3.730515464404701E-02,
2460848.500000000, A.D. 2025-Jun-22 00:00:00.0000, -1.637334988517335E+00, -1.506109569906981E-01,  3.699519020458514E-02,
2460849.500000000, A.D. 2025-Jun-23 00:00:00.0000, -1.635476488548112E+00, -1.633444703494574E-01,  3.668276496966134E-02,
2460850.500000000, A.D. 2025-Jun-24 00:00:00.0000, -1.633509072819169E+00, -1.760671057127471E-01,  3.636789686987618E-02,
2460851.500000000, A.D. 2025-Jun-25 00:00:00.0000, -1.631432743314384E+00, -1.887780019444406E-01,  3.605060400345710E-02,
2460852.500000000, A.D. 2025-Jun-26 00:00:00.0000, -1.629247507629306E+00, -2.014762964542807E-01,  3.573090463690393E-02,
2460853.500000000, A.D. 2025-Jun-27 00:00:00.0000, -1.626953379001395E+00, -2.141611252119981E-01,  3.540881720519561E-02,
2460854.500000000, A.D. 2025-Jun-28 00:00:00.0000, -1.624550376341032E+00, -2.268316227629226E-01,  3.508436031205971E-02,
2460855.500000000, A.D. 2025-Jun-29 00:00:00.0000, -1.622038524263735E+00, -2.394869222436824E-01,  3.475755273058630E-02,
2460856.500000000, A.D. 2025-Jun-30 00:00:00.0000, -1.619417853122614E+00, -2.521261553969197E-01,  3.442841340383854E-02,
2460857.500000000, A.D. 2025-Jul-01 00:00:00.0000, -1.616688399040369E+00, -2.647484525857542E-01,  3.409696144512090E-02,
2460858.500000000, A.D. 2025-Jul-02 00:00:00.0000, -1.613850203941574E+00, -2.773529428095854E-01,  3.376321613815176E-02,
2460859.500000000, A.D. 2025-Jul-03 00:00:00.0000, -1.610903315586362E+00, -2.899387537214640E-01,  3.342719693761197E-02,
2460860.500000000, A.D. 2025-Jul-04 00:00:00.0000, -1.607847787605372E+00, -3.025050116456999E-01,  3.308892347008963E-02,
2460861.500000000, A.D. 2025-Jul-05 00:00:00.0000, -1.604683679534673E+00, -3.150508415950045E-01,  3.274841553488025E-02,
2460862.500000000, A.D. 2025-Jul-06 00:00:00.0000, -1.601411056849836E+00, -3.275753672881045E-01,  3.240569310421200E-02,
2460863.500000000, A.D. 2025-Jul-07 00:00:00.0000, -1.598029990999928E+00, -3.400777111687533E-01,  3.206077632316729E-02,
2460864.500000000, A.D. 2025-Jul-08 00:00:00.0000, -1.594540559442781E+00, -3.525569944254778E-01,  3.171368550996798E-02,
2460865.500000000, A.D. 2025-Jul-09 00:00:00.0000, -1.590942845681723E+00, -3.650123370108460E-01,  3.136444115681804E-02,
2460866.500000000, A.D. 2025-Jul-10 00:00:00.0000, -1.587236939302525E+00, -3.774428576604510E-01,  3.101306393075094E-02,
2460867.500000000, A.D. 2025-Jul-11 00:00:00.0000, -1.583422936009796E+00, -3.898476739130285E-01,  3.065957467401906E-02,
2460868.500000000, A.D. 2025-Jul-12 00:00:00.0000, -1.579500937663592E+00, -4.022259021324782E-01,  3.030399440430080E-02,
2460869.500000000, A.D. 2025-Jul-13 00:00:00.0000, -1.575471052317203E+00, -4.145766575308644E-01,  2.994634431520858E-02,
2460870.500000000, A.D. 2025-Jul-14 00:00:00.0000, -1.571333394255635E+00, -4.268990541909463E-01,  2.958664577698626E-02,
2460871.500000000, A.D. 2025-Jul-15 00:00:00.0000, -1.567088084033635E+00, -4.391922050881348E-01,  2.922492033689814E-02,
2460872.500000000, A.D. 2025-Jul-16 00:00:00.0000, -1.562735248513378E+00, -4.514552221132205E-01,  2.886118971929662E-02,
2460873.500000000, A.D. 2025-Jul-17 00:00:00.0000, -1.558275020903135E+00, -4.636872160968578E-01,  2.849547582590538E-02,
2460874.500000000, A.D. 2025-Jul-18 00:00:00.0000, -1.553707540797512E+00, -4.758872968350835E-01,  2.812780073662085E-02,
